URL,Nome,Plataforma,CNPJ,Telefone,Nome Socio,Instagram
https://www.decathlon.com.br,"Loja de artigos esportivos: DECATHLON - Esporte para todos, tudo para esporte",Vtex,sem valor,sem valor,sem valor,sem valor
